Reconstruction Ruleset,closest0,closest1,closest2,closest3,closest4,closest5,closest6,closest7,closest8,closest9,DurationTurns_Expected,DurationTurns_Current,DurationTurnsStdDev_Expected,DurationTurnsStdDev_Current,DurationTurnsNotTimeouts_Expected,DurationTurnsNotTimeouts_Current,DecisionMoves_Expected,DecisionMoves_Current,BoardCoverageDefault_Expected,BoardCoverageDefault_Current,AdvantageP1_Expected,AdvantageP1_Current,Balance_Expected,Balance_Current,Completion_Expected,Completion_Current,Timeouts_Expected,Timeouts_Current,Drawishness_Expected,Drawishness_Current,PieceNumberAverage_Expected,PieceNumberAverage_Current,BoardSitesOccupiedAverage_Expected,BoardSitesOccupiedAverage_Current,BranchingFactorAverage_Expected,BranchingFactorAverage_Current,DecisionFactorAverage_Expected,DecisionFactorAverage_Current
Smasandyutakankarikrida (Allahabad) Ruleset/Smasandyutakankarikrida (Allahabad) (Ludii 1) (Reconstructed),Peralikatuma,Komikan Ruleset/MapuChess (Described),Terhuchu,Satoel,Ahtarah Guti,Musinaykahwhanmetowaywin,Lam Pusri,Mogul Putt'han Ruleset/Nineteen Pieces (Described),Challis Ghutia,Mughal Pathan,2347.777777777778,2202.0,265.69722222222225,772.6,1857.8055555555557,209.4,0.9994444444444446,1.0,0.9933333333333335,0.45,0.5055555555555555,0.56,0.9566666666666664,0.87,0.15777777777777774,0.13,0.842222222222222,0.87,0.842222222222222,0.87,21.90888888888888,9.67,0.42277777777777786,0.13,18.532777777777778,21.38,18.542222222222218,21.4
Smasandyutakankarikrida (Allahabad) Ruleset/Smasandyutakankarikrida (Allahabad) (Ludii 2) (Reconstructed),Ahtarah Guti,Mughal Pathan,Komikan Ruleset/MapuChess (Described),Peralikatuma,Terhuchu,Challis Ghutia,Satoel,Lau Kata Kati,Musinaykahwhanmetowaywin,Mogul Putt'han Ruleset/Sixteen Pieces (Observed),2311.5454545454545,2305.0,296.5113636363637,658.0,1877.2272727272727,74.25,0.9995454545454545,1.0,0.9945454545454546,0.54,0.5090909090909091,0.54,0.9563636363636363,0.92,0.20999999999999996,0.08,0.7899999999999999,0.92,0.7899999999999999,0.92,22.400454545454547,19.97,0.4359090909090909,0.27,18.26681818181818,30.55,18.274090909090912,30.63
Smasandyutakankarikrida (Allahabad) Ruleset/Smasandyutakankarikrida (Allahabad) (Ludii 3) (Reconstructed),Pam Pait,Felli Ruleset/Simplified (Suggested),Kaua Dorki,Bam Blang Beh Khla,Lau Kata Kati,Musinaykahwhanmetowaywin,Boseog Gonu,Terhuchu,Shanzak Kammar,Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),2467.3888888888887,2500.0,82.30833333333334,0.0,2232.4444444444443,2500.0,0.9722222222222222,0.5,0.9777777777777779,0.33,0.4938888888888888,0.5,0.9866666666666668,1.0,0.043333333333333335,0.0,0.9566666666666666,1.0,0.9566666666666666,1.0,18.944444444444443,9.0,0.4733333333333334,0.12,13.786666666666669,22.04,14.032222222222224,42.97
Smasandyutakankarikrida (Allahabad) Ruleset/Smasandyutakankarikrida (Allahabad) (Ludii 4) (Reconstructed),Mughal Pathan,Lau Kata Kati,Peralikatuma,Mogul Putt'han Ruleset/Nineteen Pieces (Described),Terhuchu,Kaua Dorki,Challis Ghutia,Ahtarah Guti,Tavelspel,Musinaykahwhanmetowaywin,2427.785714285714,2500.0,152.00357142857143,0.0,2076.3571428571427,2500.0,0.9942857142857143,0.5,0.9914285714285714,0.51,0.5042857142857143,0.5,0.9807142857142856,1.0,0.0992857142857143,0.0,0.9007142857142857,1.0,0.9007142857142857,1.0,24.323571428571427,16.93,0.45214285714285724,0.23,19.755714285714284,31.04,19.78142857142857,60.74
Smasandyutakankarikrida (Allahabad) Ruleset/Smasandyutakankarikrida (Allahabad) (Ludii 5) (Reconstructed),Mughal Pathan,Satoel,Ahtarah Guti,Mogul Putt'han Ruleset/Nineteen Pieces (Described),Juroku Musashi Ruleset/Tsuboi (Described),Peralikatuma,Juroku Musashi Ruleset/Juroku Musashi (Described),Sumi Naga Game (War),Terhuchu,Hewakam Keliya,2296.9,2487.0,304.78249999999997,92.52,1745.0049999999999,1860.0,0.9969999999999999,1.0,0.9879999999999999,0.77,0.5175,0.51,0.9354999999999999,0.98,0.1845,0.02,0.8155000000000001,0.98,0.8155000000000001,0.98,21.166499999999996,33.16,0.41999999999999993,0.45,18.131500000000003,36.29,18.168000000000003,36.43
Smasandyutakankarikrida (Allahabad) Ruleset/Smasandyutakankarikrida (Allahabad) (Ludii 6) (Reconstructed),Boseog Gonu,Bam Blang Beh Khla,Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),Ratti-Chitti-Bakri,Kaua Dorki,Lau Kata Kati,Terhuchu,Padaivettu,Peg Solitaire Ruleset/European (Described),Pam Pait,2275.3888888888887,2500.0,148.36388888888888,0.0,1960.7888888888888,2500.0,0.9622222222222222,0.51,0.9744444444444444,0.65,-55.022777777777776,0.5,-54.591111111111104,1.0,0.06555555555555555,0.0,0.8788888888888889,1.0,-54.621111111111105,1.0,16.589999999999996,18.67,0.47388888888888886,0.26,13.395000000000001,28.33,13.885,54.99
Lu Qi Ruleset/Lu Qi (Ludii 1) (Reconstructed),Two-Colour,Atari Go,Pentalath,BlooGo,Weiqi,Gonnect,Lotus,Go,One-Eyed Go,DisPath,220.208125,26.4,88.31,3.18,205.20812500000002,26.4,0.98875,0.97,0.7618750000000001,0.89,0.485,0.53,0.7900000000000001,0.95,0.93125,0.91,0.01125,0.0,0.06875,0.09,75.515,11.84,0.42374999999999996,0.47,84.40812499999998,13.45,84.74875000000002,13.9
Lu Qi Ruleset/Lu Qi (Ludii 2) (Reconstructed),BlooGo,Atari Go,Pentalath,One-Eyed Go,Weiqi,Gonnect,Two-Colour,Lotus,Go,DisPath,220.208125,25.84,88.31,3.72,205.208125,25.84,0.98875,0.96,0.7618750000000001,0.88,0.48500000000000004,0.53,0.79,0.95,0.93125,0.91,0.01125,0.0,0.06875,0.09,75.51500000000001,11.67,0.42375,0.47,84.408125,13.62,84.74874999999999,14.1
Lu Qi Ruleset/Lu Qi (Ludii 3) (Reconstructed),Cercar La Liebre Ruleset/Alfonso X (Described),Ethiopian Capture Game,Cercar La Liebre Ruleset/Murray (Described),Alquerque Ruleset/Alfonso X (Described),Terhuchu (Small) Ruleset/Terhuchu (Small) (Observed),Bagh Guti Ruleset/Cyningstan (Suggested),Kulaochal,Ratti-Chitti-Bakri,Bara Guti,Juroku Musashi Ruleset/Juroku Musashi (Described),2090.5588235294117,2500.0,365.02941176470586,0.0,1242.6823529411765,2500.0,0.9594117647058825,0.99,0.9764705882352942,0.92,0.4458823529411764,0.5,0.8394117647058824,1.0,0.19823529411764704,0.0,0.8017647058823529,1.0,0.8017647058823529,1.0,15.850588235294117,9.98,0.441764705882353,0.4,13.351176470588234,16.34,13.771176470588234,16.51
Lu Qi Ruleset/Lu Qi (Ludii 4) (Reconstructed),Bagh Guti Ruleset/Cyningstan (Suggested),Bam Blang Beh Khla,Cercar La Liebre Ruleset/Alfonso X (Described),Bara Guti,Pon Chochotl Ruleset/Murray (Suggested),Alquerque Ruleset/Alfonso X (Described),Cercar La Liebre Ruleset/Murray (Described),Bagh Batti,Ratti-Chitti-Bakri,Ethiopian Capture Game,2081.8333333333335,2500.0,394.4238095238096,0.0,1277.0333333333333,2500.0,0.9604761904761906,0.91,0.9804761904761905,0.85,0.4614285714285714,0.5,0.8314285714285713,1.0,0.199047619047619,0.0,0.800952380952381,1.0,0.800952380952381,1.0,14.940952380952384,10.0,0.46047619047619054,0.4,12.518571428571429,5.53,12.909047619047618,5.91
Lu Qi Ruleset/Lu Qi (Ludii 5) (Reconstructed),Atari Go,HexGo,Lotus,Trianon,DisPath,One-Eyed Go,Terhuchu (Small) Ruleset/Eight pieces (Observed),Go,Weiqi,Two-Colour,457.8191666666667,352.4,133.9933333333333,333.5,282.61083333333335,352.4,0.9899999999999999,0.99,0.7799999999999999,1.0,0.4733333333333334,0.48,0.7966666666666667,0.96,0.8333333333333335,1.0,0.09000000000000001,0.0,0.16666666666666666,0.0,86.02916666666665,16.96,0.40166666666666667,0.68,91.50416666666665,9.1,91.82,9.23
Lu Qi Ruleset/Lu Qi (Ludii 6) (Reconstructed),Product,HexGo,Go,DisPath,Trianon,Two-Colour,Atari Go,One-Eyed Go,Lotus,Weiqi,280.4309090909091,317.3,110.15454545454544,297.2,260.47636363636366,317.3,0.9872727272727272,0.99,0.799090909090909,1.0,0.45181818181818173,0.4,0.7872727272727272,0.8,0.9054545454545455,1.0,0.010909090909090908,0.0,0.09454545454545454,0.0,94.06454545454545,16.95,0.44000000000000006,0.68,96.60545454545455,9.11,96.99545454545455,9.25
Lu Qi Ruleset/Lu Qi (Ludii 7) (Reconstructed),Ethiopian Capture Game,Sumi Naga Game (War),Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),Bagh Guti Ruleset/Cyningstan (Suggested),Alquerque Ruleset/Alfonso X (Described),Natt Klab ash-Shawk,Terhuchu (Small) Ruleset/Eight pieces (Observed),Terhuchu (Small) Ruleset/Terhuchu (Small) (Observed),Kulaochal,Bara Guti,1776.816923076923,53.48,457.83,7.12,841.8630769230768,53.48,0.9653846153846154,0.89,0.9969230769230768,1.0,0.48153846153846147,0.0,0.7323076923076923,0.0,0.3523076923076924,1.0,0.6476923076923077,0.0,0.6476923076923077,0.0,11.48923076923077,16.13,0.4046153846153846,0.65,11.974615384615387,13.09,12.21,14.59
Lu Qi Ruleset/Lu Qi (Ludii 8) (Reconstructed),Terhuchu (Small) Ruleset/Terhuchu (Small) (Observed),Terhuchu (Small) Ruleset/Eight pieces (Observed),Natt Klab ash-Shawk,Bagh Guti Ruleset/Cyningstan (Suggested),Ethiopian Capture Game,Alquerque Ruleset/Alfonso X (Described),Bara Guti,Kulaochal,Sumi Naga Game (War),Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),1776.816923076923,52.92,457.83,7.07,841.8630769230768,52.92,0.9653846153846154,0.89,0.996923076923077,1.0,0.4815384615384616,0.0,0.7323076923076923,0.0,0.3523076923076923,1.0,0.6476923076923077,0.0,0.6476923076923077,0.0,11.48923076923077,16.12,0.4046153846153847,0.64,11.974615384615383,13.08,12.209999999999999,14.66
Lu Qi Ruleset/Lu Qi (Ludii 9) (Reconstructed),El Perro,Tsukkalavde,Kulaochal,Bagh Batti,Alquerque Ruleset/Covarrubias (Described),Terhuchu (Small) Ruleset/Eight pieces (Observed),Terhuchu (Small) Ruleset/Terhuchu (Small) (Observed),Ethiopian Capture Game,Bara Guti,Bis Gutiya,1690.6861538461537,48.04,537.1815384615385,1.98,690.2015384615386,48.04,0.9407692307692308,0.83,0.9961538461538461,1.0,0.5146153846153847,0.0,0.6892307692307692,0.0,0.37846153846153846,1.0,0.6215384615384616,0.0,0.6215384615384616,0.0,9.914615384615386,15.98,0.39769230769230773,0.64,9.801538461538462,13.01,10.083076923076923,15.42
Lu Qi Ruleset/Lu Qi (Ludii 10) (Reconstructed),Cercar La Liebre Ruleset/Alfonso X (Described),Coyote Ruleset/Murray (Suggested),Bara Guti,Boseog Gonu,Nei-Pat-Kono,Alquerque Ruleset/Alfonso X (Described),Alquerque Ruleset/Murray (Suggested),Cercar La Liebre Ruleset/Murray (Described),Kulaochal,Ethiopian Capture Game,1976.5066666666664,10.0,398.47722222222217,1.0,1191.9344444444444,10.0,0.9605555555555557,0.95,0.9883333333333333,1.0,0.5133333333333333,1.0,0.8133333333333335,0.0,0.2422222222222222,1.0,0.7577777777777779,0.0,0.7577777777777779,0.0,10.183333333333334,20.0,0.4494444444444444,0.8,9.479444444444443,8.2,9.85,8.58
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 1) (Reconstructed),Dum Blas,Jekab,Dam,Diagonal Draughts,International Draughts,Damas,Brazilian Draughts,Canadian Draughts Ruleset/Huff Rule (Described),Canadian Draughts Ruleset/Standard (Described),English Draughts,828.5928571428573,643.7,751.2678571428571,947.0,419.4442857142857,179.7,0.8735714285714284,0.93,0.5042857142857143,0.5,0.4028571428571429,0.51,0.7307142857142858,0.98,0.7621428571428572,0.8,0.23785714285714282,0.2,0.23785714285714282,0.2,17.747857142857146,26.34,0.18428571428571425,0.18,10.748571428571427,17.81,11.87,19.04
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 2) (Reconstructed),Canadian Draughts Ruleset/Huff Rule (Described),American Pool Checkers,Dam,Canadian Draughts Ruleset/Standard (Described),Dum Blas,English Draughts,Unnamed Dutch Draughts Game,Brazilian Draughts,International Draughts,Main Dam,804.6833333333334,518.5,723.8208333333332,800.5,412.90166666666664,195.9,0.8583333333333333,0.82,0.505,0.5,0.38916666666666666,0.42,0.6974999999999999,0.84,0.7625000000000001,0.86,0.23750000000000002,0.14,0.23750000000000002,0.14,18.3675,30.0,0.18666666666666665,0.21,10.445833333333333,11.55,11.684166666666668,13.76
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 3) (Reconstructed),Main Dam,Dam,Damas,Bashni,Diagonal Draughts,Jekab,English Draughts,Brazilian Draughts,Canadian Draughts Ruleset/Standard (Described),Canadian Draughts Ruleset/Huff Rule (Described),744.7812500000001,509.5,704.3968749999999,817.0,379.2575,185.4,0.8531249999999999,0.89,0.533125,0.5,0.44062500000000004,0.54,0.71375,0.92,0.78875,0.86,0.21124999999999997,0.14,0.21124999999999997,0.14,18.430625,22.72,0.19750000000000004,0.16,10.554374999999999,14.14,11.914375,15.83
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 4) (Reconstructed),Dum Blas,Doov,American Pool Checkers,English Draughts,Damenspiel,Damas,Brazilian Draughts,International Draughts,Canadian Draughts Ruleset/Standard (Described),Bashni,657.08,670.3,791.0675,1042.0,267.78149999999994,123.8,0.8549999999999999,0.83,0.5619999999999999,0.5,0.44000000000000006,0.48,0.7125,0.97,0.8174999999999999,0.77,0.178,0.23,0.1825,0.23,14.897,12.12,0.2015,0.19,8.764999999999999,6.78,10.042000000000002,7.75
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 5) (Reconstructed),Diagonal Draughts,Canadian Draughts Ruleset/Standard (Described),Jekab,Canadian Draughts Ruleset/Huff Rule (Described),Dam,English Draughts,Unnamed Dutch Draughts Game,International Draughts,Dum Blas,Brazilian Draughts,822.1692307692308,1477.0,724.1346153846154,943.8,439.02461538461534,673.4,0.866153846153846,0.97,0.5046153846153847,0.49,0.39384615384615385,0.49,0.713076923076923,0.98,0.7684615384615386,0.56,0.23153846153846153,0.44,0.23153846153846153,0.44,18.324615384615385,18.28,0.18615384615384614,0.13,10.829230769230769,21.03,12.02076923076923,21.71
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 6) (Reconstructed),Canadian Draughts Ruleset/Standard (Described),Coc-Inbert,Maleys,The Babylonian,Dam,Moo,Pleasant Draughts,Koruboddo,English Draughts,Dama (Italy),1042.223529411765,2132.0,633.179411764706,722.8,717.1070588235293,969.0,0.9235294117647057,1.0,0.5570588235294118,0.5,0.41294117647058826,0.51,0.75,0.98,0.6617647058823529,0.24,0.29941176470588227,0.76,0.3382352941176471,0.76,19.140588235294118,15.5,0.22352941176470587,0.11,15.597058823529414,19.36,16.228823529411763,19.4
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 7) (Reconstructed),Brazilian Draughts,Dum Blas,American Pool Checkers,Canadian Draughts Ruleset/Standard (Described),Jekab,International Draughts,Main Dam,Canadian Draughts Ruleset/Huff Rule (Described),Unnamed Dutch Draughts Game,English Draughts,755.7153846153847,531.0,693.8038461538462,826.4,390.40923076923076,210.5,0.8492307692307691,0.85,0.5407692307692308,0.5,0.4061538461538462,0.5,0.7038461538461539,1.0,0.7792307692307693,0.86,0.22076923076923075,0.14,0.22076923076923075,0.14,18.679230769230767,26.34,0.1992307692307692,0.18,10.67,12.64,12.138461538461538,14.68
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 8) (Reconstructed),Brazilian Draughts,Unnamed Dutch Draughts Game,Main Dam,Canadian Draughts Ruleset/Standard (Described),Frisian Draughts Ruleset/Frisian Draughts (Described),English Draughts,Dum Blas,Jekab,International Draughts,Diagonal Draughts,697.1846153846155,510.5,804.5884615384615,872.3,262.15692307692314,131.5,0.8361538461538459,0.86,0.5046153846153847,0.5,0.4261538461538462,0.52,0.7761538461538462,0.96,0.773076923076923,0.84,0.19153846153846152,0.16,0.22692307692307695,0.16,17.21769230769231,16.97,0.19153846153846155,0.17,9.174615384615382,9.94,10.605384615384613,11.29
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 9) (Reconstructed),Jekab,Dum Blas,Brazilian Draughts,Unnamed Dutch Draughts Game,American Pool Checkers,Diagonal Draughts,Dama (Italy),The Babylonian,International Draughts,English Draughts,760.9933333333333,1362.0,751.7166666666667,1002.0,336.436,604.1,0.8559999999999998,0.95,0.504,0.5,0.408,0.51,0.7500000000000001,0.98,0.7593333333333334,0.6,0.20999999999999996,0.4,0.24066666666666664,0.4,17.778,15.44,0.188,0.15,10.684,14.23,11.947333333333331,14.94
Nin Adnai Kit Adnat Ruleset/Nin Adnai Kit Adnat (Ludii 10) (Reconstructed),Unnamed Dutch Draughts Game,Dum Blas,Pleasant Draughts,International Draughts,Maleys,English Draughts,Coc-Inbert,Moo,The Babylonian,Shashki,714.7500000000001,1936.0,808.1166666666667,915.8,334.1858333333333,681.1,0.8658333333333333,0.99,0.505,0.5,0.45250000000000007,0.51,0.8016666666666667,0.98,0.7483333333333334,0.3,0.19666666666666663,0.69,0.25166666666666665,0.7,16.161666666666665,12.43,0.2041666666666667,0.12,9.9325,13.75,11.071666666666665,13.99
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 1) (Reconstructed),Damenspiel,Damas,Coc-Inbert,International Draughts,English Draughts,Jekab,Brazilian Draughts,Omnidirectional Draughts,American Pool Checkers,Main Dam,651.9307692307692,894.9,835.7769230769231,1136.0,226.93153846153842,104.4,0.8276923076923078,0.86,0.5361538461538461,0.5,0.48000000000000004,0.56,0.7069230769230768,0.89,0.8146153846153847,0.67,0.1853846153846154,0.33,0.1853846153846154,0.33,13.133846153846152,10.79,0.18769230769230766,0.17,7.936923076923076,7.68,9.30923076923077,8.51
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 2) (Reconstructed),Canadian Draughts Ruleset/Standard (Described),Bashni,Diagonal Draughts,Main Dam,International Draughts,Jekab,Canadian Draughts Ruleset/Huff Rule (Described),Brazilian Draughts,Dam,English Draughts,774.0214285714286,470.1,702.3392857142859,772.3,413.0514285714286,219.3,0.8528571428571426,0.88,0.5042857142857143,0.5,0.4228571428571429,0.58,0.6914285714285714,0.83,0.7828571428571429,0.89,0.2171428571428571,0.11,0.2171428571428571,0.11,18.73,22.96,0.18928571428571428,0.16,10.415000000000001,14.13,11.652142857142858,15.82
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 3) (Reconstructed),Main Dam,Dam,Bashni,Canadian Draughts Ruleset/Standard (Described),Dum Blas,International Draughts,Diagonal Draughts,Canadian Draughts Ruleset/Huff Rule (Described),Brazilian Draughts,English Draughts,774.0214285714286,391.6,702.3392857142857,632.0,413.0514285714286,208.3,0.8528571428571426,0.8,0.5042857142857143,0.5,0.4228571428571429,0.47,0.6914285714285715,0.94,0.7828571428571429,0.92,0.21714285714285714,0.08,0.21714285714285714,0.08,18.73,31.7,0.18928571428571428,0.22,10.414999999999997,11.26,11.652142857142858,13.65
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 4) (Reconstructed),Dum Blas,Dam,Dama (Italy),International Draughts,Damas,Brazilian Draughts,Canadian Draughts Ruleset/Huff Rule (Described),Jekab,Canadian Draughts Ruleset/Standard (Described),English Draughts,828.592857142857,599.3,751.2678571428571,880.6,419.44428571428574,237.3,0.8735714285714283,0.93,0.5042857142857143,0.5,0.40285714285714275,0.49,0.7307142857142856,0.98,0.7621428571428571,0.84,0.23785714285714285,0.16,0.23785714285714285,0.16,17.74785714285714,26.04,0.1842857142857143,0.18,10.748571428571427,18.06,11.870000000000001,19.28
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 5) (Reconstructed),Jekab,Dum Blas,Unnamed Dutch Draughts Game,Brazilian Draughts,Diagonal Draughts,Frisian Draughts Ruleset/Frisian Draughts (Described),American Pool Checkers,International Draughts,English Draughts,Canadian Draughts Ruleset/Standard (Described),674.6916666666667,502.8,775.4708333333334,841.2,275.27000000000004,177.7,0.8333333333333331,0.87,0.505,0.5,0.4183333333333333,0.58,0.7608333333333334,0.84,0.8208333333333334,0.86,0.17750000000000002,0.14,0.1791666666666667,0.14,16.0625,16.62,0.18166666666666664,0.17,8.974166666666667,10.14,10.439166666666667,11.42
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 6) (Reconstructed),Damas,English Draughts,Dama (Italy),Doov,Brazilian Draughts,Damenspiel,Pleasant Draughts,Damspel,Coc-Inbert,Moo,718.4692307692306,1207.0,832.8307692307693,1180.0,327.0792307692308,149.5,0.8876923076923077,0.95,0.5,0.5,0.42538461538461536,0.5,0.7292307692307692,1.0,0.7984615384615386,0.44,0.1846153846153846,0.45,0.20153846153846158,0.56,11.666153846153845,13.2,0.18307692307692308,0.21,7.852307692307692,8.37,8.644615384615385,8.68
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 7) (Reconstructed),Canadian Draughts Ruleset/Huff Rule (Described),Diagonal Draughts,Jekab,Canadian Draughts Ruleset/Standard (Described),Dum Blas,Unnamed Dutch Draughts Game,International Draughts,Dam,English Draughts,Brazilian Draughts,822.1692307692308,1497.0,724.1346153846152,919.5,439.02461538461546,770.8,0.866153846153846,0.97,0.5046153846153847,0.49,0.39384615384615385,0.5,0.713076923076923,1.0,0.7684615384615386,0.58,0.23153846153846155,0.42,0.23153846153846155,0.42,18.324615384615385,18.86,0.18615384615384614,0.13,10.829230769230769,21.22,12.02076923076923,21.87
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 8) (Reconstructed),Damenspiel,English Draughts,Shashki,Pleasant Draughts,Moo,Koruboddo,Dam,Canadian Draughts Ruleset/Standard (Described),Tavelspel,Coc-Inbert,1058.9066666666668,2122.0,586.89,724.4,754.6013333333334,990.8,0.9193333333333332,1.0,0.5646666666666665,0.5,0.40066666666666667,0.54,0.7206666666666667,0.93,0.646,0.25,0.30999999999999994,0.75,0.354,0.75,20.37933333333333,15.66,0.2326666666666667,0.11,16.506666666666664,20.07,17.182666666666663,20.09
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 9) (Reconstructed),Canadian Draughts Ruleset/Standard (Described),Dum Blas,American Pool Checkers,Brazilian Draughts,Jekab,International Draughts,Main Dam,Canadian Draughts Ruleset/Huff Rule (Described),Unnamed Dutch Draughts Game,English Draughts,755.7153846153847,528.4,693.8038461538462,804.1,390.40923076923076,207.4,0.8492307692307691,0.85,0.5407692307692308,0.5,0.4061538461538462,0.5,0.7038461538461539,1.0,0.7792307692307693,0.86,0.22076923076923075,0.14,0.22076923076923075,0.14,18.679230769230767,25.67,0.1992307692307692,0.18,10.67,12.83,12.138461538461538,14.83
Wakanpamungthae Ruleset/Wakanpamungthae (Ludii 10) (Reconstructed),Unnamed Dutch Draughts Game,Dama (Italy),Jekab,Brazilian Draughts,Diagonal Draughts,Dum Blas,Dam,Canadian Draughts Ruleset/Standard (Described),The Babylonian,International Draughts,826.8823529411766,1430.0,689.3382352941176,1035.0,438.3552941176471,482.7,0.8576470588235293,0.95,0.5311764705882354,0.49,0.42647058823529405,0.47,0.7641176470588236,0.93,0.734705882352941,0.53,0.23823529411764705,0.47,0.2652941176470588,0.47,19.307647058823527,14.23,0.20235294117647057,0.14,11.724705882352941,14.3,13.088235294117645,14.97
Sfenj Ruleset/Sfenj (Ludii 1) (Reconstructed),Chaturanga (Kridakausalya),Santaraj,Rumi Shatranj,Ouk Chatrang,Chaturanga Ruleset/Elephant Diagonal Move (Scholarly),Parsi Chess,Shodra,Saxun,Chandaraki,Forcado,1104.8140909090912,1728.0,921.5090909090909,1069.0,237.0663636363637,468.6,0.9704545454545453,0.95,0.8836363636363636,0.94,0.5104545454545455,0.47,0.759090909090909,0.93,0.5886363636363637,0.35,0.38636363636363635,0.62,0.4109090909090909,0.65,17.310000000000002,11.89,0.27045454545454545,0.19,19.418181818181818,18.56,20.134545454545453,19.9
Sfenj Ruleset/Sfenj (Ludii 2) (Reconstructed),Shatren,Skirmish (GDL),Korkserschach Ruleset/Korkserschach (Described),Chess,Chess Puzzle,Shakhmaty,Main Chator,Amazon Chess,Saxun,Reach Chess,685.1049999999999,286.4,579.948,641.0,261.3075,194.2,0.9705000000000001,0.98,0.7785,0.78,0.48100000000000004,0.32,0.6380000000000001,0.64,0.724,0.96,0.23450000000000007,0.04,0.2760000000000001,0.04,18.8905,24.17,0.29599999999999993,0.38,24.110999999999997,29.13,24.923,29.87
Sfenj Ruleset/Sfenj (Ludii 3) (Reconstructed),Korkserschach Ruleset/Korkserschach (Described),Shatera,Tepong,Chess,Saxun,Shakhmaty,Safe Passage,Alice Chess,Chatur,Main Chator,727.0980952380952,1174.0,621.9633333333335,1142.0,273.4166666666667,396.0,0.9700000000000001,0.97,0.7885714285714287,0.87,0.48333333333333334,0.47,0.6619047619047619,0.93,0.7038095238095238,0.63,0.2466666666666667,0.37,0.29619047619047617,0.37,18.72047619047619,14.82,0.29333333333333333,0.23,23.99809523809524,22.23,24.83666666666667,23.16
Sfenj Ruleset/Sfenj (Ludii 4) (Reconstructed),Chess Puzzle,Shatera,Persian Chess with a Queen,Welschschach,Main Chator,Korkserschach Ruleset/Korkserschach (Described),Saxun,Rumi Shatranj,Shatranj,Shakhmaty,779.7068,1247.0,736.6972000000001,1195.0,279.89919999999995,180.3,0.9772,0.96,0.8284,0.87,0.4703999999999999,0.38,0.7167999999999999,0.76,0.7368000000000001,0.54,0.2608,0.46,0.2632,0.46,18.81,15.57,0.29359999999999997,0.24,22.378400000000003,23.28,22.9952,24.53
Sfenj Ruleset/Sfenj (Ludii 5) (Reconstructed),Persian Chess with a Queen,Chandaraki,Main Chator,Saxun,Schachzabel,Tepong,Shatren,Shatranj Diwana Shah,Chatur,Shakhmaty,939.7,559.7,953.4466666666667,940.3,228.53266666666667,133.7,0.9713333333333334,0.97,0.8480000000000002,0.85,0.444,0.8,0.7186666666666667,0.4,0.6759999999999999,0.82,0.32000000000000006,0.18,0.32399999999999995,0.18,18.750666666666667,21.04,0.29333333333333333,0.33,24.541999999999998,24.97,25.352,25.73
Sfenj Ruleset/Sfenj (Ludii 6) (Reconstructed),Official Football Chess,Phase Chess,Chess,Amazon Chess,Alice Chess,Spartan Chess,Loop Chess,Shakhmaty,Atomic Chess,Fischer Random Chess,150.669,70.39,165.924,29.02,127.20899999999999,70.39,0.967,0.97,0.788,0.79,0.5029999999999999,0.56,0.6289999999999999,0.88,0.873,0.62,0.01,0.0,0.12700000000000003,0.38,20.911,22.88,0.327,0.36,29.639,28.62,30.647999999999996,29.44
Sfenj Ruleset/Sfenj (Ludii 7) (Reconstructed),Saxun,Shakhmaty,Safe Passage,Chess,Korkserschach Ruleset/Korkserschach (Described),Main Chator,Amazon Chess,Chandaraki,Alice Chess,Shatera,698.703,796.1,595.8115,1031.0,267.7875,287.2,0.9700000000000001,0.96,0.783,0.87,0.4795000000000001,0.41,0.6515,0.83,0.7104999999999999,0.77,0.2375,0.23,0.2895,0.23,18.904999999999998,17.24,0.2965,0.27,24.128499999999995,25.24,24.966499999999996,26.29
