Game Name,Num Flags On,Properties,Format,Time,Discrete,Realtime,Turns,Alternating,Simultaneous,Stochastic,HiddenInformation,Match,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,Simulation,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,DeductionPuzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,DiamondShape,RectangleShape,SpiralShape,CircleShape,StarShape,Tiling,SquareTiling,HexTiling,TriangleTiling,SemiRegularTiling,MorrisTiling,CircleTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Hints,Region,Boardless,PlayableSites,Vertex,Cell,Edge,MultiGraphElement,Hand,ManyContainers,Component,Piece,PieceValue,PieceDirection,Dice,Domino,LargePiece,Tile,Rules,Meta,OpeningContract,SwapOption,Repetition,PositionalSuperko,AutoMove,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,InitialRandomPlacement,InitialScore,InitialCost,Play,Moves,Add,AddDecision,Step,StepDecision,StepToEmpty,StepToFriend,StepToEnemy,Slide,SlideDecision,Leap,LeapDecision,LeapToEmpty,LeapToEnemy,Hop,HopDecision,HopMoreThanOne,HopEnemyToEmpty,HopFriendToEmpty,HopEnemyToEnemy,HopFriendToEnemy,Sow,SowEffect,SowCapture,SowRemove,SowBacktracking,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,Bet,BetDecision,Vote,VoteDecision,Promotion,Remove,RemoveDecision,FromTo,Rotation,Push,Flip,SwapPieces,SwapPiecesDecision,SwapPlayers,SwapPlayersDecision,TakeControl,Shoot,ShootDecision,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,SetNextPlayer,Capture,ReplacementCapture,HopCapture,HopCaptureMoreThanOne,DirectionCapture,EncloseCapture,CustodialCapture,InterveneCapture,SurroundCapture,CaptureSequence,MaxCapture,Conditions,SpaceConditions,Line,Connection,Group,Contains,Loop,Pattern,PathExtent,Territory,Fill,Distance,MoveConditions,Stalemate,CanMove,CanNotMove,PieceConditions,NoPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,SameLayerDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Information,HidePieceType,HidePieceOwner,HidePieceValue,InvisiblePiece,Phase,Scoring,PieceCount,SumDice,End,SpaceGoal,LineGoal,ConnectionGoal,GroupGoal,LoopGoal,PathExtentGoal,TerritoryGoal,WarGoal,Checkmate,RaceGoal,Escape,FillGoal,ReachGoal,ScoringGoal,StalemateGoal,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Absolute,Exponentiation,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,PenAndPaperStyle,ShibumiStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,SurakartaStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,FairyChessComponent,PloyComponent,ShogiComponent,XiangqiComponent,StrategoComponent,HandComponent,CheckersComponent,BallComponent,TaflComponent,DiscComponent,StackType,Stack,Symbols,ShowPieceValue,ShowPieceState,Implementation,State,StateType,StackState,PieceState,SiteState,RotationState,VisitedSites,Variable,InternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,NumPlayers,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOffDiagonalDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,NumContainers,NumPlayableSites,NumComponentsType,NumComponentsTypePerPlayer,NumDice,NumPlayPhase
Ploy-,76,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,,Yes,,Yes,Yes,,2,81,9,9,4,6.72,3.56,3.16,3.56,0,32,49,1,144,64,81,32,9,9,9,9,1,4,0,2,1,81,16,8,0,1
Press_Ups-,59,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,2,49,7,7,4,6.37,3.43,2.94,6.37,0,24,25,1,112,49,64,24,7,7,7,7,1,4,0,2,1,49,3,1,0,2
Queah_Game-,62,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,13,5,5,8,4.92,2.46,2.46,4.92,0,12,1,1,36,13,24,12,3,3,3,3,1,8,0,2,3,15,2,1,0,1
Seega-Khamsawee,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,25,5,5,4,5.76,3.2,2.56,5.76,0,16,9,1,60,25,36,16,5,5,5,5,1,4,0,2,3,27,2,1,0,2
Seega-Sebawee,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,49,7,7,4,6.37,3.43,2.94,6.37,0,24,25,1,112,49,64,24,7,7,7,7,1,4,0,2,3,51,2,1,0,2
Seega-Tisawee,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,81,9,9,4,6.72,3.56,3.16,6.72,0,32,49,1,180,81,100,32,9,9,9,9,1,4,0,2,3,83,2,1,0,2
Shantarad-,72,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,2,25,5,5,4,5.76,3.2,2.56,5.76,0,16,9,1,60,25,36,16,5,5,5,5,1,4,0,2,3,27,2,1,0,2
Sig_Mzab-,71,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,80,20,4,4,6.25,3.4,2.85,3.4,0,44,36,1,136,57,80,44,20,20,4,4,4,4,0,2,2,86,8,1,6,1
Sig_Tozeur-,71,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,52,13,4,4,6.12,3.35,2.77,3.35,0,30,22,1,87,36,52,30,13,13,4,4,2,4,0,2,2,58,8,1,6,1
Sijat_El_Taba-,70,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,2,60,10,6,4,6.47,3.47,3,6.47,0,28,32,1,136,60,77,28,10,10,6,6,4,4,0,2,2,63,5,1,3,1
Siryu_War-,75,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,48,12,4,4,6.08,3.33,2.75,3.33,0,28,20,1,80,33,48,28,12,12,4,4,4,4,0,2,2,54,8,1,6,1
Sumi_Naga_Game_War-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,25,5,5,4,4.48,4.48,0,4.48,0,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,1,25,2,1,0,1
Surakarta-,74,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,Yes,,Yes,Yes,,2,36,6,6,4,6.11,3.33,2.78,3.33,0,20,16,1,60,25,36,20,6,6,6,6,4,4,0,2,1,36,2,1,0,1
Tablas_Astronomias-,70,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,,Yes,7,49,49,25,49,2,2,0,2,0,49,0,1,49,0,49,49,1,2,1,1,49,49,0,3,2,52,10,1,3,1
Terhuchu_Small-Terhuchu_Small,59,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,25,5,5,4,4.48,4.48,0,4.48,0,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,1,25,2,1,0,1
Terhuchu_Small-Eight_pieces,59,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,25,5,5,4,4.48,4.48,0,4.48,0,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,1,25,2,1,0,1
Toono-,56,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,17,9,9,8,3.29,3.29,0,3.29,0,8,9,1,28,0,17,8,1,1,1,1,1,8,0,2,1,17,2,1,0,1
Triad-,63,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,3,61,9,9,6,9.44,5.11,4.33,5.11,0,24,37,1,210,61,150,24,5,5,1,1,1,6,0,3,1,61,3,1,0,1
Triple_Tangle-,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,61,5,5,12,5,3.33,1.67,3.33,0,12,6,1,30,13,18,12,2,2,2,2,6,12,0,3,1,61,2,1,0,1
