Game Name,Num Flags On,Properties,Format,Time,Discrete,Realtime,Turns,Alternating,Simultaneous,Stochastic,HiddenInformation,Match,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,Simulation,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,DeductionPuzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,DiamondShape,RectangleShape,SpiralShape,CircleShape,StarShape,Tiling,SquareTiling,HexTiling,TriangleTiling,SemiRegularTiling,MorrisTiling,CircleTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Hints,Region,Boardless,PlayableSites,Vertex,Cell,Edge,MultiGraphElement,Hand,ManyContainers,Component,Piece,PieceValue,PieceDirection,Dice,Domino,LargePiece,Tile,Rules,Meta,OpeningContract,SwapOption,Repetition,PositionalSuperko,AutoMove,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,InitialRandomPlacement,InitialScore,InitialCost,Play,Moves,Add,AddDecision,Step,StepDecision,StepToEmpty,StepToFriend,StepToEnemy,Slide,SlideDecision,Leap,LeapDecision,LeapToEmpty,LeapToEnemy,Hop,HopDecision,HopMoreThanOne,HopEnemyToEmpty,HopFriendToEmpty,HopEnemyToEnemy,HopFriendToEnemy,Sow,SowEffect,SowCapture,SowRemove,SowBacktracking,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,Bet,BetDecision,Vote,VoteDecision,Promotion,Remove,RemoveDecision,FromTo,Rotation,Push,Flip,SwapPieces,SwapPiecesDecision,SwapPlayers,SwapPlayersDecision,TakeControl,Shoot,ShootDecision,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,SetNextPlayer,Capture,ReplacementCapture,HopCapture,HopCaptureMoreThanOne,DirectionCapture,EncloseCapture,CustodialCapture,InterveneCapture,SurroundCapture,CaptureSequence,MaxCapture,Conditions,SpaceConditions,Line,Connection,Group,Contains,Loop,Pattern,PathExtent,Territory,Fill,Distance,MoveConditions,Stalemate,CanMove,CanNotMove,PieceConditions,NoPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,SameLayerDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Information,HidePieceType,HidePieceOwner,HidePieceValue,InvisiblePiece,Phase,Scoring,PieceCount,SumDice,End,SpaceGoal,LineGoal,ConnectionGoal,GroupGoal,LoopGoal,PathExtentGoal,TerritoryGoal,WarGoal,Checkmate,RaceGoal,Escape,FillGoal,ReachGoal,ScoringGoal,StalemateGoal,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Absolute,Exponentiation,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,PenAndPaperStyle,ShibumiStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,SurakartaStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,FairyChessComponent,PloyComponent,ShogiComponent,XiangqiComponent,StrategoComponent,HandComponent,CheckersComponent,BallComponent,TaflComponent,DiscComponent,StackType,Stack,Symbols,ShowPieceValue,ShowPieceState,Implementation,State,StateType,StackState,PieceState,SiteState,RotationState,VisitedSites,Variable,InternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,NumPlayers,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOffDiagonalDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,NumContainers,NumPlayableSites,NumComponentsType,NumComponentsTypePerPlayer,NumDice,NumPlayPhase
Baghchal-Baghachal,73,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,57,5,5,4,4.48,4.48,0,4.48,0,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,2,58,2,1,0,2
Bam_Blang_Beh_Khla-,62,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,10,3,4,2,2.4,2.4,0,2.4,0,9,1,1,12,2,10,9,1,3,1,1,1,1,1,3,1,10,2,1,0,1
Bouge_Shodra-,71,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,75,5,9,9,4.46,4.23,0.23,4.23,0,24,11,1,74,40,35,24,1,3,6,6,1,7,2,3,2,76,2,1,0,2
Cercar_La_Liebre-Alfonso_X,67,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,25,5,5,4,4.48,4.48,0,4.48,0,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,1,25,2,1,0,1
Cercar_La_Liebre-Murray,72,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,25,5,5,4,4.48,4.48,0,4.48,0,16,9,1,56,32,25,16,5,5,5,5,1,4,0,3,1,25,2,1,0,1
Coyote-Murray,64,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,25,5,5,4,5.12,3.84,1.28,3.84,0,16,9,1,48,24,25,16,5,5,5,5,1,4,0,3,1,25,2,1,0,1
Demala_Diviyan_Keliya-,69,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,35,15,5,5,4.87,3.3,1.57,3.3,0,15,8,1,38,12,23,15,1,4,4,4,2,5,0,3,2,36,2,1,0,2
Diviyan_Keliya-,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,97,9,9,16,4.57,3.92,0.65,3.92,0,36,13,1,96,48,49,36,3,3,3,3,1,12,4,3,3,99,2,1,0,3
Fox_and_Geese-Thirteen_Geese_Murray,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,73,7,7,16,4.36,4.36,0,4.36,0,24,9,1,72,40,33,24,3,3,3,3,1,12,4,3,2,74,2,1,0,2
Fox_and_Geese-Seventeen_Geese,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,73,7,7,16,4.36,4.36,0,4.36,0,24,9,1,72,40,33,24,3,3,3,3,1,12,4,3,2,74,2,1,0,2
Gasetavl_Gedved-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,45,9,9,12,4.44,4.44,0,4.44,0,32,13,1,100,56,45,32,3,3,3,3,1,8,4,3,1,45,2,1,0,1
Gasetavl-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,53,9,9,16,4.98,4.98,0,4.98,0,24,29,1,132,80,53,24,3,3,3,3,1,12,4,3,1,53,2,1,0,1
Gioco_dellOrso-,75,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,17,5,5,12,3.29,3.29,0,3.29,0,12,5,1,28,0,17,12,1,1,1,1,1,12,0,3,3,19,4,2,0,4
Go_with_the_Floe-,67,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,52,8,8,12,6.54,3.38,3.15,6.54,0,28,24,1,120,52,69,28,4,4,4,4,4,12,0,2,1,52,3,1,0,1
Hat_Diviyan_Keliya-,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,10,7,4,3,3,3,0,3,0,8,2,1,15,0,10,8,1,3,1,1,1,3,0,3,3,12,2,1,0,2
Huli-Mane_Ata-,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,10,7,4,3,3,3,0,3,0,8,2,1,15,0,10,8,1,3,1,1,1,3,0,3,2,11,2,1,0,2
Hund_efter_Hare_Thy-,51,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,21,7,5,2,6.1,4.57,1.52,4.57,0,12,9,1,48,8,21,12,5,5,1,1,1,2,0,3,1,21,2,1,0,1
Hund_efter_Hare_Vendsyssel-,49,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,12,7,3,2,4.17,4.17,0,4.17,0,8,4,1,25,0,12,8,3,3,1,1,4,2,0,3,1,12,2,1,0,1
Jeu_de_Renard_Two_Foxes-,76,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,,Yes,Yes,,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,2,1,0,2
