,Cluster1.1,Cluster1.2,Cluster1.3,Cluster1.4,Cluster1.5,Cluster1.6,Cluster2.1,Cluster2.2,Cluster2.3,Cluster2.4,Cluster2.5,Cluster2.6,Cluster2.7,Cluster2.8,Cluster3.1,Cluster3.2,Cluster3.3,Cluster3.4,Cluster3.5,Cluster3.6,Cluster3.7,Cluster3.8,Cluster3.9,Cluster3.10,Cluster3.11,Cluster3.12,Cluster4
ReachWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,0.0,22.22222222222222,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836
ReachLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReachDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
ScoringEnd,53.44827586206897,8.0,89.1304347826087,19.17808219178082,80.0,0.0,0.0,28.571428571428573,5.714285714285714,16.666666666666668,11.11111111111111,0.0,12.5,0.0,2.7027027027027026,0.0,10.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,71.42857142857143,0.0,2.985074626865672
ScoringWin,53.44827586206897,4.0,89.1304347826087,19.17808219178082,80.0,0.0,0.0,28.571428571428573,5.714285714285714,16.666666666666668,11.11111111111111,0.0,12.5,0.0,2.7027027027027026,0.0,10.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,71.42857142857143,0.0,2.985074626865672
ScoringLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ScoringDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoMovesEnd,55.172413793103445,0.0,45.65217391304348,54.794520547945204,60.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.108108108108109,3.125,90.0,100.0,100.0,73.33333333333333,29.166666666666668,65.51724137931035,50.0,25.0,28.571428571428573,72.0,32.83582089552239
NoMovesWin,0.0,0.0,0.0,19.17808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.108108108108109,0.0,55.0,30.76923076923077,35.714285714285715,35.55555555555556,16.666666666666668,62.06896551724138,14.285714285714286,10.0,0.0,36.0,19.402985074626866
NoMovesLoss,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.076923076923077,0.0,0.0,8.333333333333334,0.0,0.0,5.0,0.0,0.0,2.985074626865672
NoMovesDraw,6.896551724137931,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,8.955223880597014
NoProgressEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
NoProgressWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoProgressLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoProgressDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
Draw,8.620689655172415,2.0,2.1739130434782608,0.0,0.0,0.0,25.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,4.166666666666667,3.4482758620689653,0.0,0.0,0.0,0.0,22.388059701492537
SolvedEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Misere,0.0,0.0,0.0,1.36986301369863,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,5.0,0.0,0.0,5.970149253731344
NumPlayableSitesOnBoard,15.517241379310345,18.14,19.47826086956522,39.397260273972606,11.7,30.0,24.0,26.057142857142857,73.8,52.833333333333336,41.666666666666664,35.25,59.375,75.5,31.513513513513512,15.875,13.6,17.46153846153846,78.57142857142857,36.82222222222222,66.58333333333333,80.96551724137932,55.357142857142854,32.95,284.42857142857144,32.68,118.56716417910448
NumColumns,8.241379310344827,6.36,7.043478260869565,8.684931506849315,6.5,9.0,12.05,12.685714285714285,21.4,14.333333333333334,5.888888888888889,17.125,36.375,11.833333333333334,7.5675675675675675,3.4375,4.3,9.923076923076923,6.142857142857143,7.511111111111111,8.041666666666666,8.89655172413793,6.642857142857143,5.65,14.714285714285714,5.32,10.208955223880597
NumRows,2.0344827586206895,2.1,2.0,3.9863013698630136,4.2,5.75,2.55,2.1714285714285713,21.914285714285715,3.7777777777777777,6.777777777777778,1.0,37.25,14.833333333333334,7.162162162162162,3.375,3.9,4.6923076923076925,8.428571428571429,7.955555555555556,7.916666666666667,8.89655172413793,8.785714285714286,5.65,14.714285714285714,5.32,10.343283582089553
NumCorners,2.0689655172413794,4.18,4.0,4.383561643835616,7.2,8.0,8.8,4.0,9.457142857142857,3.888888888888889,4.0,2.0,24.625,8.666666666666666,4.081081081081081,4.21875,4.3,4.538461538461538,12.5,10.133333333333333,4.0,4.0,4.0,4.6,4.0,4.0,4.626865671641791
NumOuterSites,14.517241379310345,12.9,14.08695652173913,21.315068493150687,10.4,20.5,24.0,25.714285714285715,57.82857142857143,31.0,21.333333333333332,17.125,53.5,44.833333333333336,11.891891891891891,8.4375,8.1,10.461538461538462,26.714285714285715,24.866666666666667,26.333333333333332,31.586206896551722,26.857142857142858,18.0,54.857142857142854,16.0,33.91044776119403
NumInnerSites,0.0,0.32,0.0,12.602739726027398,1.3,9.5,0.0,0.0,14.82857142857143,21.833333333333332,20.333333333333332,0.0,5.875,30.666666666666668,15.891891891891891,2.4375,2.95,2.6923076923076925,10.714285714285714,11.955555555555556,37.583333333333336,49.37931034482759,28.5,13.15,193.0,10.28,70.01492537313433
NumLayers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NumEdges,20.551724137931036,17.68,19.130434782608695,54.821917808219176,13.2,45.75,20.2,37.142857142857146,146.57142857142858,101.83333333333333,96.0,17.125,104.75,123.66666666666667,50.513513513513516,19.1875,19.05,20.53846153846154,77.57142857142857,76.62222222222222,139.0,179.72413793103448,119.5,71.6,473.14285714285717,59.84,224.19402985074626
NumCells,7.086206896551724,5.58,6.043478260869565,22.123287671232877,2.5,16.5,0.0,12.114285714285714,50.77142857142857,42.388888888888886,41.666666666666664,0.0,27.125,49.666666666666664,11.27027027027027,7.3125,4.75,4.769230769230769,41.142857142857146,39.28888888888889,68.75,80.96551724137932,51.214285714285715,30.6,222.57142857142858,34.56,102.56716417910448
NumVertices,14.517241379310345,13.22,14.08695652173913,33.917808219178085,11.7,30.0,24.0,26.02857142857143,99.48571428571428,60.44444444444444,55.333333333333336,18.125,79.0,79.16666666666667,30.7027027027027,11.3125,11.05,13.153846153846153,37.42857142857143,36.82222222222222,68.70833333333333,99.75862068965517,67.07142857142857,42.0,251.57142857142858,26.28,122.6268656716418
NumPerimeterSites,14.517241379310345,12.9,14.08695652173913,21.315068493150687,10.4,20.5,24.0,25.714285714285715,57.82857142857143,31.0,21.333333333333332,17.125,53.5,44.833333333333336,11.891891891891891,8.4375,8.1,10.461538461538462,26.714285714285715,24.866666666666667,26.333333333333332,31.586206896551722,26.857142857142858,18.0,54.857142857142854,16.0,33.91044776119403
NumTopSites,6.258620689655173,6.32,7.043478260869565,8.547945205479452,2.6,6.5,11.45,12.685714285714285,4.114285714285714,14.333333333333334,5.888888888888889,17.125,3.375,3.5,3.72972972972973,2.9375,2.4,1.1538461538461537,2.857142857142857,3.533333333333333,7.625,8.89655172413793,6.642857142857143,5.15,14.714285714285714,5.0,8.985074626865671
NumBottomSites,6.258620689655173,6.32,7.043478260869565,8.547945205479452,3.0,6.5,11.45,12.685714285714285,3.9714285714285715,14.333333333333334,5.888888888888889,17.125,4.625,2.5,3.891891891891892,3.0,2.4,2.6153846153846154,3.0,3.888888888888889,7.625,8.89655172413793,6.642857142857143,5.15,14.714285714285714,5.0,8.985074626865671
NumRightSites,1.0172413793103448,2.08,2.0,3.8767123287671232,2.1,3.25,1.95,2.1714285714285713,3.5142857142857142,3.7777777777777777,6.777777777777778,1.0,4.125,7.5,3.675675675675676,2.9375,2.0,1.6923076923076923,5.214285714285714,4.533333333333333,7.541666666666667,8.89655172413793,8.785714285714286,5.15,14.714285714285714,5.0,9.0
NumLeftSites,1.0172413793103448,2.08,2.0,3.8767123287671232,2.1,3.25,1.95,2.1714285714285713,3.2857142857142856,3.7777777777777777,6.777777777777778,1.0,4.25,7.5,3.675675675675676,2.9375,2.0,1.6923076923076923,5.214285714285714,4.511111111111111,7.541666666666667,8.89655172413793,8.785714285714286,5.15,14.714285714285714,5.0,9.0
NumCentreSites,3.206896551724138,3.3,3.391304347826087,3.506849315068493,5.5,7.5,5.0,2.057142857142857,2.5714285714285716,2.9444444444444446,1.6666666666666667,1.125,1.125,2.5,3.1621621621621623,1.1875,1.15,2.769230769230769,1.0,1.0,1.4166666666666667,4.0,3.357142857142857,1.15,1.0,1.0,3.955223880597015
NumConvexCorners,2.0,4.1,4.0,4.383561643835616,7.2,8.0,1.2,4.0,8.514285714285714,3.7777777777777777,4.0,0.0,23.0,7.333333333333333,4.081081081081081,4.21875,4.2,4.538461538461538,9.642857142857142,7.977777777777778,4.0,4.0,4.0,4.4,4.0,4.0,4.507462686567164
NumConcaveCorners,0.06896551724137931,0.08,0.0,0.0,0.0,0.0,7.6,0.0,1.1142857142857143,0.1111111111111111,0.0,2.0,5.0,1.5,0.0,0.0,0.1,0.0,2.857142857142857,2.1555555555555554,0.0,0.0,0.0,0.2,0.0,0.0,0.11940298507462686
NumPhasesBoard,2.9827586206896552,2.0,2.0,2.0,2.4,2.0,2.0,2.0,2.4,2.0,2.0,2.0,2.0,2.0,2.108108108108108,2.65625,2.85,3.0,3.0,3.066666666666667,2.4166666666666665,2.0,2.0714285714285716,2.05,2.0,3.0,2.0
NumContainers,1.3620689655172413,2.94,2.869565217391304,2.0821917808219177,2.2,3.0,3.7,2.2857142857142856,4.9714285714285715,2.111111111111111,3.3333333333333335,7.5,2.25,2.6666666666666665,2.945945945945946,2.6875,2.1,2.3846153846153846,2.5,1.0888888888888888,1.125,1.0,1.1428571428571428,2.95,1.8571428571428572,1.24,1.4328358208955223
NumPlayableSites,16.051724137931036,20.12,21.347826086956523,40.47945205479452,12.9,32.0,28.2,28.485714285714284,80.97142857142858,57.94444444444444,46.111111111111114,44.75,64.0,81.66666666666667,33.45945945945946,17.5625,14.8,18.846153846153847,80.07142857142857,36.91111111111111,66.70833333333333,80.96551724137932,55.5,34.9,285.57142857142856,32.92,120.23880597014926
NumComponentsType,1.1551724137931034,1.04,1.0,1.0136986301369864,1.0,3.5,4.6,4.142857142857143,7.714285714285714,7.444444444444445,6.888888888888889,9.5,11.125,7.833333333333333,2.027027027027027,2.0,2.3,1.6923076923076923,2.0,2.0444444444444443,3.0,4.0,1.9285714285714286,2.0,2.2857142857142856,2.16,23.402985074626866
NumDice,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.142857142857143,4.2,5.0,3.111111111111111,4.0,4.375,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07462686567164178
NumPlayPhase,1.896551724137931,2.32,1.3043478260869565,1.7534246575342465,1.0,1.0,1.2,1.1428571428571428,1.1714285714285715,1.5,1.0,1.75,1.0,1.0,2.081081081081081,1.78125,1.7,1.9230769230769231,2.4285714285714284,1.0666666666666667,1.125,1.0,1.3571428571428572,1.95,1.7142857142857142,1.24,1.1791044776119404
